,,,,Overall,,,,,,,PP,,SH,,Defense,
Mark Borowiecki,OTT,D,13,1,0,1,-2,48,6,0,0,0,0,0,41,13
Mark Fistric,FA,D,34,1,4,5,9,28,22,0,0,1,0,0,145,46
Adam McQuaid,FA,D,30,1,5,6,12,69,25,0,0,0,0,0,54,42
Jordan Leopold,FA,D,27,1,5,6,1,6,40,0,0,2,0,0,8,24
Willie Mitchell,FA,D,76,1,11,12,14,58,73,0,0,2,0,0,102,128
John Erskine,FA,D,37,1,3,4,-5,56,38,0,0,0,0,0,64,66
David Schlemko,FA,D,48,1,8,9,2,18,61,0,0,3,0,0,61,79
Clayton Stoner,FA,D,63,1,4,5,-6,84,48,0,0,0,0,0,99,65
Jared Boll,FA,RW,28,1,1,2,-6,62,12,0,0,0,0,0,55,9
Josh Gorges,FA,D,66,1,13,14,6,12,35,0,0,1,0,1,97,177
Zenon Konopka,FA,C,59,1,2,3,-9,88,21,0,0,0,0,0,46,26
Kevin Connauton,COL,D,36,1,7,8,-6,16,56,0,0,2,0,0,43,29
Jacob Josefson,FA,C,27,1,2,3,0,4,21,0,0,0,1,0,15,4
Mattias Tedenby,FA,LW,15,1,0,1,-8,10,9,0,0,0,0,0,16,2
Paul Postma,FA,D,20,1,2,3,1,8,19,1,0,0,0,0,20,29
Matt Gilroy,FA,D,16,1,1,2,-2,6,27,0,0,0,0,0,5,18
Joakim Nordstrom,BOS,C,16,1,2,3,-2,2,26,0,0,0,0,0,17,7
Mattias Ekholm,NSH,D,62,1,8,9,-8,10,58,0,0,0,0,1,42,55
Adam Larsson,EDM,D,26,1,2,3,-1,12,20,1,0,0,0,0,41,37
Anton Belov,FA,D,57,1,6,7,-12,34,54,0,0,2,0,0,103,75
John McCarthy,FA,LW,36,1,1,2,-11,4,49,0,0,0,0,0,25,17
Zach Boychuk,FA,RW,11,1,3,4,2,0,15,0,0,0,0,0,17,2
Mike Weaver,FA,D,72,1,12,13,0,31,53,0,0,0,0,0,121,128
Philip Varone,PIT,C,9,1,1,2,-3,4,15,0,0,0,0,0,7,2
Aaron Ness,ARI,D,20,1,2,3,-13,10,23,0,0,0,0,0,14,26
Jerry D'Amigo,FA,RW,22,1,2,3,-1,0,12,0,0,0,0,0,23,4
Stefan Elliott,FA,D,1,1,0,1,0,0,1,0,0,0,0,0,2,0
Tyler Pitlick,PHI,C,10,1,0,1,-2,0,9,0,0,0,0,0,26,4
Matt Dumba,MIN,D,13,1,1,2,-5,2,12,0,1,1,0,0,9,3
Simon Moser,FA,LW,6,1,1,2,0,2,7,0,0,0,0,0,5,1
Colton Sissons,NSH,RW,17,1,3,4,0,4,13,0,0,0,0,0,9,9
Dmitrij Jaskin,FA,RW,18,1,1,2,-3,8,18,0,0,0,0,0,40,5
Matt Carey,FA,C,2,1,0,1,-1,2,1,0,0,0,0,0,2,0
Chris Brown,PIT,C,12,1,1,2,0,17,8,0,0,0,0,0,22,1
Jeremy Welsh,FA,C,19,1,0,1,-1,6,13,0,0,0,0,0,16,8
Filip Forsberg,NSH,RW,13,1,4,5,-8,4,20,0,1,3,0,0,6,2
Victor Bartley,FA,D,50,1,5,6,0,23,21,0,0,0,0,0,81,79
Jonathan Ericsson,DET,D,48,1,10,11,2,34,66,0,0,0,0,1,91,46
Brett Sutter,LA,LW,17,1,1,2,-4,9,16,1,0,0,0,0,35,2
Michal Rozsival,FA,D,42,1,7,8,7,32,39,0,0,0,0,0,67,43
Nate Guenin,FA,D,68,1,8,9,3,46,52,0,0,0,0,0,119,128
Matt Pelech,FA,RW,6,1,0,1,1,22,3,1,0,0,0,0,7,1
Anton Stralman,FLA,D,81,1,12,13,9,26,104,0,0,0,0,0,75,64
Cory Sarich,FA,D,54,1,9,10,7,38,48,0,0,0,0,0,107,66
Carlo Colaiacovo,FA,D,25,1,3,4,-4,18,18,0,0,1,0,0,29,26
Tim Gleason,FA,D,56,1,5,6,-21,65,43,0,0,0,0,0,156,88
Mikael Samuelsson,FA,RW,26,1,2,3,-4,6,36,0,0,2,0,0,13,3
Nicklas Grossmann,FA,D,78,1,13,14,-6,55,71,0,0,0,0,1,189,174
Michael Latta,FA,C,17,1,3,4,0,12,6,0,0,0,0,0,14,2
John Persson,FA,LW,10,1,0,1,-4,6,16,0,0,0,0,0,18,6
John Albert,FA,C,9,1,0,1,-3,0,5,0,0,0,0,0,8,3
Adam Almquist,FA,D,2,1,0,1,-1,0,2,0,0,0,0,0,1,0
Nicolas Deslauriers,ANH,LW,17,1,0,1,-10,18,30,0,0,0,0,0,51,3
Luke Glendening,DET,RW,56,1,6,7,-8,22,54,0,0,0,0,0,92,38
Conor Allen,FA,D,3,0,0,0,-1,0,2,0,0,0,0,0,1,1
Vladislav Namestnikov,COL,C,4,0,0,0,-1,4,4,0,0,0,0,0,3,1
Paul Carey,BOS,RW,12,0,0,0,2,0,6,0,0,0,0,0,11,2
Spencer Abbott,FA,LW,1,0,0,0,-2,0,2,0,0,0,0,0,1,0
Joonas Nattinen,MON,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Matt Bartkowski,MIN,D,64,0,18,18,22,30,91,0,0,0,0,0,155,56
Benn Ferriero,FA,RW,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Brandon Gormley,FA,D,5,0,0,0,4,2,4,0,0,0,0,0,5,8
Alex Petrovic,BOS,D,7,0,1,1,3,8,4,0,0,0,0,0,24,5
Julian Melchiori,NJ,D,1,0,0,0,-1,0,0,0,0,0,0,0,1,1
Kevin Czuczman,PIT,D,13,0,2,2,-5,14,24,0,0,0,0,0,15,13
Peter Harrold,FA,D,33,0,4,4,-2,14,32,0,0,0,0,0,17,29
Ben Eager,FA,LW,7,0,1,1,1,2,4,0,0,0,0,0,9,2
Alexander Sulzer,FA,D,25,0,2,2,-3,8,21,0,0,1,0,1,11,44
Adam Pardy,FA,D,60,0,6,6,4,38,47,0,0,0,0,0,77,55
Mark Van Guilder,FA,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Mills,FA,C,3,0,0,0,-1,0,2,0,0,0,0,0,9,1
Jack Hillen,FA,D,13,0,1,1,-4,4,12,0,0,0,0,0,10,16
Martin St. Pierre,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,1,1
David Van der Gulik,FA,RW,2,0,0,0,0,0,3,0,0,0,0,0,1,2
Rostislav Olesz,FA,LW,10,0,2,2,-1,0,9,0,0,1,0,0,11,1
Denis Grebeshkov,FA,D,7,0,1,1,0,2,3,0,0,0,0,0,3,9
Robert Scuderi,FA,D,53,0,4,4,-8,2,28,0,0,0,0,0,18,90
Aaron Rome,FA,D,25,0,1,1,-6,11,15,0,0,0,0,0,20,38
Michael Rupp,FA,RW,13,0,1,1,1,23,6,0,0,0,0,0,13,0
Anton Volchenkov,FA,D,56,0,8,8,3,20,42,0,0,0,0,1,129,91
Nicholas Drazenovic,FA,C,1,0,0,0,-1,2,3,0,0,0,0,0,1,0
Ryan Hamilton,FA,LW,2,0,0,0,-2,0,0,0,0,0,0,0,3,1
Travis Morin,FA,C,4,0,1,1,2,0,4,0,0,0,0,0,0,1
Ryan Wilson,FA,D,28,0,6,6,1,12,23,0,0,0,0,0,53,17
Darroll Powe,FA,C,1,0,0,0,-2,0,0,0,0,0,0,0,1,0
Corey Potter,FA,D,19,0,5,5,-1,21,17,0,0,2,0,0,20,18
Aaron Palushaj,FA,RW,2,0,0,0,-1,0,2,0,0,0,0,0,3,0
Jake McCabe,BUF,D,7,0,1,1,-3,15,1,0,0,0,0,0,5,10
Brad Hunt,MIN,D,3,0,0,0,-3,0,1,0,0,0,0,0,0,2
Jamie Oleksiak,DAL,D,7,0,0,0,-3,2,5,0,0,0,0,0,16,14
Xavier Ouellet,MON,D,4,0,0,0,0,2,4,0,0,0,0,0,7,1
Ryan Sproul,FA,D,1,0,0,0,0,0,3,0,0,0,0,0,2,2
Jonathan Racine,NYR,D,1,0,0,0,-1,2,0,0,0,0,0,0,1,4
Jarred Tinordi,NSH,D,22,0,2,2,-2,40,10,0,0,0,0,0,42,27
Linus Omark,FA,LW,14,0,2,2,-6,6,10,0,0,2,0,0,4,3
Chris VandeVelde,FA,C,18,0,1,1,-3,6,8,0,0,1,0,0,24,6
Brett Bulmer,FA,LW,5,0,0,0,-2,2,7,0,0,0,0,0,14,2
Max Reinhart,FA,C,8,0,2,2,1,2,7,0,0,0,0,0,1,0
Michael Chaput,ARI,C,17,0,1,1,0,2,6,0,0,0,0,0,34,10
Taylor Beck,FA,LW,7,0,0,0,-2,6,9,0,0,0,0,0,4,5
Mike Sislo,FA,RW,14,0,0,0,-1,0,20,0,0,0,0,0,19,4
Ben Street,NJ,C,13,0,1,1,-2,4,17,0,0,0,0,0,14,6
Peter LeBlanc,WAS,C,1,0,0,0,0,0,0,0,0,0,0,0,2,1
Cody Kunyk,FA,C,1,0,0,0,0,0,2,0,0,0,0,0,1,1
Bryce Van Brabant,FA,LW,6,0,0,0,-1,2,4,0,0,0,0,0,17,4
Matt Lindblad,FA,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad Billins,FA,D,10,0,3,3,-3,0,3,0,0,0,0,0,0,9
Mike Zalewski,FA,LW,2,0,1,1,2,0,2,0,0,1,0,0,0,0
Teuvo Teravainen,CAR,C,3,0,0,0,0,0,4,0,0,0,0,0,1,0
Martin Marincin,TOR,D,44,0,6,6,-2,16,28,0,0,1,0,1,17,60
Jamie Devane,FA,LW,2,0,0,0,-1,0,1,0,0,0,0,0,2,0
Landon Ferraro,FA,RW,4,0,0,0,0,2,2,0,0,0,0,0,7,2
Bobby Butler,FA,RW,2,0,1,1,1,2,5,0,0,0,0,0,2,0
Tim Erixon,FA,D,2,0,0,0,2,2,1,0,0,0,0,0,1,1
Cameron Schilling,WPG,D,1,0,0,0,-2,0,2,0,0,0,0,0,2,0
Garrett Wilson,TOR,LW,3,0,0,0,-1,0,4,0,0,0,0,0,11,2
Alexander Khokhlachev,BOS,C,1,0,0,0,0,2,2,0,0,0,0,0,1,0
Kris Newbury,FA,C,4,0,1,1,0,7,1,0,0,0,0,0,10,0
Jean-Philippe Cote,FA,D,19,0,4,4,0,22,12,0,0,0,0,0,40,22
Nolan Yonkman,CGY,D,2,0,1,1,-1,0,3,0,0,0,0,0,7,2
Andrew Alberts,FA,D,10,0,0,0,1,0,5,0,0,0,0,0,6,7
Keith Aucoin,FA,C,2,0,0,0,-3,0,1,0,0,0,0,0,0,0
Dana Tyrell,FA,RW,7,0,0,0,0,4,4,0,0,0,0,0,10,3
Joe Piskula,FA,D,2,0,0,0,1,0,2,0,0,0,0,0,2,0
Frazer McLaren,FA,LW,27,0,0,0,-2,77,4,0,0,0,0,0,24,3
Adam Burish,FA,RW,15,0,0,0,-4,6,9,0,0,0,0,0,23,9
Christian Folin,MON,D,1,0,1,1,3,0,0,0,0,0,0,0,1,0
Karl Stollery,FA,D,2,0,0,0,1,2,1,0,0,0,0,0,3,0
Adam Payerl,FA,C,2,0,0,0,-1,2,4,0,0,0,0,0,6,2
Philip Samuelsson,FA,D,5,0,0,0,-1,0,5,0,0,0,0,0,5,7
Rickard Rakell,ANH,C,18,0,4,4,-3,2,22,0,0,0,0,0,21,4
Dylan McIlrath,DET,D,2,0,0,0,-1,7,0,0,0,0,0,0,2,1
Johan Larsson,BUF,C,28,0,4,4,0,19,21,0,0,0,0,0,52,19
Greg McKegg,NYR,C,1,0,0,0,0,0,1,0,0,0,0,0,2,0
Matt Taormina,FA,D,7,0,0,0,0,0,6,0,0,0,0,0,5,6
Brandon Yip,FA,RW,2,0,0,0,0,0,1,0,0,0,0,0,6,1
Zach Sill,FA,RW,20,0,0,0,-4,12,14,0,0,0,0,0,57,18
Ryan Craig,FA,C,6,0,0,0,-3,0,4,0,0,0,0,0,8,1
Jordin Tootoo,FA,RW,11,0,1,1,-3,5,11,0,0,0,0,0,27,1
Nick Schultz,FA,D,69,0,5,5,-13,28,35,0,0,0,0,1,73,132
Ryan Whitney,FA,D,7,0,0,0,-7,6,8,0,0,0,0,0,4,10
Jake Dowell,FA,C,1,0,0,0,-1,0,1,0,0,0,0,0,3,0
Pierre-Cedric Labrie,FA,LW,13,0,0,0,-4,20,2,0,0,0,0,0,24,2
Maxime Fortunus,FA,D,1,0,1,1,1,0,0,0,0,0,0,0,0,1
Nick Johnson,FA,RW,9,0,0,0,-4,0,10,0,0,0,0,0,3,5
Ville Leino,FA,LW,58,0,15,15,-16,10,38,0,0,6,0,0,26,25
Gilbert Brule,FA,C,3,0,0,0,-1,2,3,0,0,0,0,0,3,1
Pascal Pelletier,FA,LW,3,0,0,0,0,0,1,0,0,0,0,0,3,1
Tim Sestito,FA,C,16,0,3,3,1,2,13,0,0,0,0,0,24,9
Pierre Luc Letourneau-Leblond,FA,LW,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Chris Terry,DET,LW,10,0,2,2,-4,0,13,0,0,2,0,0,9,6
Chris Mueller,ANH,C,9,0,0,0,-2,0,8,0,0,0,0,0,11,4
Carson McMillan,TOR,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Mark Cundari,FA,D,4,0,0,0,-4,0,6,0,0,0,0,0,10,4
Keith Aulie,FA,D,15,0,1,1,-3,9,6,0,0,0,0,0,17,15
Brandon Mashinter,FA,LW,6,0,0,0,-1,10,3,0,0,0,0,0,5,1
Ryan Stoa,FA,C,3,0,0,0,-1,0,2,0,0,0,0,0,4,1
Adam Cracknell,FA,C,19,0,2,2,0,0,16,0,0,0,0,0,33,8
Steve Pinizzotto,FA,RW,6,0,2,2,-1,15,2,0,0,0,0,0,10,1
Cory Emmerton,FA,C,18,0,2,2,-2,4,22,0,0,0,0,0,7,5
Mike Mottau,FA,D,8,0,0,0,-3,4,1,0,0,0,0,0,3,5
Hal Gill,FA,D,6,0,0,0,0,2,1,0,0,0,0,0,7,6
Krys Barch,FA,RW,55,0,4,4,-10,99,19,0,0,0,0,0,64,6
David Steckel,FA,C,6,0,0,0,0,0,8,0,0,0,0,0,15,3
Mike Komisarek,FA,D,32,0,4,4,-4,14,20,0,0,0,0,0,70,27
Jerred Smithson,FA,C,18,0,0,0,-5,9,2,0,0,0,0,0,36,9
George Parros,FA,RW,22,0,1,1,-6,85,4,0,0,0,0,0,14,5
Joe Whitney,FA,LW,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Anton Lander,FA,C,27,0,1,1,-10,4,18,0,0,0,0,0,29,8
Linden Vey,FA,C,18,0,5,5,0,0,8,0,0,1,0,1,2,1
Scott Mayfield,NYI,D,5,0,0,0,-3,7,7,0,0,0,0,0,7,8
Chris Breen,BOS,D,9,0,2,2,1,5,4,0,0,0,0,0,3,7
David Rundblad,FA,D,17,0,1,1,-4,6,21,0,0,1,0,0,18,14
Louis Leblanc,FA,C,8,0,0,0,1,4,7,0,0,0,0,0,3,7
Freddie Hamilton,FA,C,11,0,0,0,-5,2,13,0,0,0,0,0,24,3
Jesper Fast,NYR,RW,11,0,0,0,-5,2,7,0,0,0,0,0,20,7
Zach Trotman,PIT,D,2,0,0,0,0,0,4,0,0,0,0,0,2,0
Brayden McNabb,VGK,D,12,0,0,0,1,6,10,0,0,0,0,0,25,12
Jason Akeson,FA,RW,1,0,1,1,1,0,2,0,0,0,0,0,1,0
Derek Grant,PHI,C,20,0,2,2,-3,4,31,0,0,0,0,0,32,11
Lucas Lessio,FA,LW,3,0,0,0,-2,2,4,0,0,0,0,0,2,0
Tyler Wotherspoon,PHI,D,14,0,4,4,-3,4,3,0,0,0,0,0,8,17
Dmitry Korobov,FA,D,3,0,1,1,0,2,0,0,0,0,0,0,5,0
Nathan Beaulieu,WPG,D,17,0,2,2,6,8,15,0,0,0,0,0,7,20
Cedric Paquette,TB,C,2,0,1,1,1,0,1,0,0,0,0,0,2,4
Patrick Wey,FA,D,9,0,3,3,0,5,5,0,0,0,0,0,11,4
Chad Ruhwedel,PIT,D,21,0,1,1,-3,2,35,0,0,1,0,0,20,29
Sean Collins,FA,C,6,0,1,1,1,0,6,0,0,0,0,0,9,1
Brian Dumoulin,PIT,D,6,0,1,1,1,4,3,0,0,0,0,0,1,8
Teemu Pulkkinen,FA,RW,3,0,0,0,0,2,4,0,0,0,0,0,2,0
Shane O'Brien,FA,D,45,0,3,3,-8,58,16,0,0,0,0,0,56,38
Joey Crabb,FA,RW,9,0,1,1,-2,7,5,0,0,0,0,0,23,5
Colton Orr,FA,RW,54,0,0,0,-3,110,12,0,0,0,0,0,112,10
Matt Carkner,FA,D,53,0,3,3,-10,149,50,0,0,0,0,0,58,59
Radek Martinek,FA,D,13,0,3,3,4,4,12,0,0,0,0,0,9,9
Justin Johnson,TOR,RW,2,0,0,0,-1,7,0,0,0,0,0,0,6,0
Brett Gallant,FA,LW,4,0,0,0,0,17,3,0,0,0,0,0,9,0
Mitch Callahan,FA,RW,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Ben Chiarot,MON,D,1,0,0,0,-3,0,0,0,0,0,0,0,3,0
Christian Thomas,FA,RW,2,0,0,0,-1,0,1,0,0,0,0,0,1,1
Colby Robak,FA,D,16,0,2,2,-4,6,15,0,0,0,0,1,17,19
Simon Despres,FA,D,34,0,5,5,4,26,41,0,0,1,0,0,72,46
Alexey Marchenko,FA,D,1,0,0,0,2,2,0,0,0,0,0,0,0,0
David Broll,MON,LW,5,0,1,1,1,5,3,0,0,0,0,0,7,2
Johan Sundstrom,FA,C,11,0,1,1,0,6,13,0,0,0,0,0,4,2
Andy Miele,ARI,C,7,0,2,2,4,5,6,0,0,0,0,0,4,2
Ryan Spooner,FA,C,23,0,11,11,0,6,42,0,0,6,0,0,10,6
Petter Granberg,FA,D,1,0,0,0,0,0,0,0,0,0,0,0,3,1
Bryan Allen,FA,D,68,0,10,10,20,75,60,0,0,0,0,1,121,118
Colin Fraser,FA,C,33,0,2,2,-4,30,22,0,0,0,0,0,58,20
Douglas Murray,FA,D,53,0,2,2,-12,42,26,0,0,0,0,0,144,115
Michael Blunden,FA,RW,7,0,0,0,-2,5,2,0,0,0,0,0,16,3
Patrick Kaleta,FA,RW,5,0,0,0,-1,5,0,0,0,0,0,0,11,1
Robert Bortuzzo,STL,D,54,0,10,10,-3,74,50,0,0,0,0,1,137,73
Cody Goloubef,DET,D,5,0,0,0,0,2,4,0,0,0,0,0,3,7
Lane MacDermid,FA,LW,7,0,2,2,1,12,1,0,0,0,0,0,10,3
James Wright,FA,C,59,0,2,2,-3,15,41,0,0,0,0,0,63,20
Cameron Gaunce,TB,D,9,0,0,0,1,7,9,0,0,0,0,0,11,4
Nicolas Deschamps,FA,C,3,0,0,0,-1,0,2,0,0,0,0,0,1,0
Andrew Ebbett,FA,C,9,0,1,1,-4,0,9,0,0,0,0,0,10,7
Justin Falk,FA,D,21,0,2,2,-5,20,10,0,0,0,0,0,39,28
Jonathon Blum,FA,D,15,0,1,1,-1,0,11,0,0,0,0,0,10,13
Kevin Porter,BUF,C,12,0,1,1,-5,2,3,0,0,0,0,0,24,4
Tyson Strachan,FA,D,18,0,2,2,-2,28,7,0,0,0,0,0,31,30
Yann Sauve,FA,D,3,0,0,0,-2,0,1,0,0,0,0,0,5,2
Carter Ashton,FA,RW,32,0,3,3,1,19,23,0,0,0,0,0,46,7
Andrew Campbell,FA,D,3,0,0,0,0,0,4,0,0,0,0,0,3,1
Derek Smith,ARI,D,14,0,1,1,-10,2,12,0,0,0,0,0,6,6
Chris Porter,FA,LW,22,0,1,1,-3,0,24,0,0,0,0,0,68,3
Matt Hunwick,BUF,D,1,0,0,0,0,0,1,0,0,0,0,0,1,2
Arron Asham,FA,RW,6,0,0,0,-5,14,1,0,0,0,0,0,8,1
Cody Bass,FA,C,1,0,0,0,0,5,0,0,0,0,0,0,0,0
Patrick Holland,FA,RW,5,0,0,0,0,0,2,0,0,0,0,0,2,4
Craig Cunningham,FA,LW,2,0,0,0,0,0,4,0,0,0,0,0,1,0
Bill Arnold,FA,C,1,0,0,0,-1,0,0,0,0,0,0,0,1,0
Patrice Cormier,FA,C,9,0,3,3,2,7,4,0,0,0,0,0,20,3
Gabriel Dumont,MIN,C,2,0,0,0,0,0,1,0,0,0,0,0,3,0
Patrik Nemeth,DET,D,8,0,0,0,-3,6,3,0,0,0,0,0,16,11
Ben Hanowski,FA,RW,11,0,2,2,-2,2,10,0,0,0,0,0,13,1
Ty Rattie,FA,RW,2,0,0,0,-2,0,4,0,0,0,0,0,1,0
